File name	Line	Function	Duration[ms]	Explored nodes
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormModTrabajo.cs	24	_ModificarPublicacion.FormModTrabajo.Form1_Load$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormModTrabajo.cs	32	_ModificarPublicacion.FormModTrabajo.btnGuardar_Click$object.System.EventArgs$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormModTrabajo.cs	69	_ModificarPublicacion.FormModTrabajo.label1_Click$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormModTrabajo.cs	74	_ModificarPublicacion.FormModTrabajo.textBox6_TextChanged$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormModTrabajo.cs	82	_ModificarPublicacion.FormModTrabajo.btnCancelar_Click$object.System.EventArgs$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormPublicarTrabajo.Designer.cs	28	_PublicarTrabajo.FormPublicarTrabajo.InitializeComponent$$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormPublicarTrabajo.cs	25	_PublicarTrabajo.FormPublicarTrabajo.listBox1_SelectedIndexChanged$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormPublicarTrabajo.cs	30	_PublicarTrabajo.FormPublicarTrabajo.label1_Click$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormPublicarTrabajo.cs	38	_PublicarTrabajo.FormPublicarTrabajo.btnPubliTrabajo_Click$object.System.EventArgs$	0	7
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormPublicarTrabajo.cs	60	_PublicarTrabajo.FormPublicarTrabajo.Form1_Load$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormPublicarTrabajo.cs	66	_PublicarTrabajo.FormPublicarTrabajo.label7_Click$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormPublicarTrabajo.cs	71	_PublicarTrabajo.FormPublicarTrabajo.txtCorreo_TextChanged$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormPublicarTrabajo.cs	76	_PublicarTrabajo.FormPublicarTrabajo.label1_Click_1$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormPublicarTrabajo.cs	81	_PublicarTrabajo.FormPublicarTrabajo.txtOficio_TextChanged$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormPublicarTrabajo.cs	89	_PublicarTrabajo.FormPublicarTrabajo.btnCancelar_Click$object.System.EventArgs$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormRegistrarUsuario.Designer.cs	28	_RegistrarUsuario.FormRegistrarUsuario.InitializeComponent$$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormRegistrarUsuario.cs	27	_RegistrarUsuario.FormRegistrarUsuario.btnRegistrar_Click$object.System.EventArgs$	0	7
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormRegistrarUsuario.cs	79	_RegistrarUsuario.FormRegistrarUsuario.dataGridView1_CellContentClick$object.System.Windows.Forms.DataGridViewCellEventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormRegistrarUsuario.cs	84	_RegistrarUsuario.FormRegistrarUsuario.Form1_Load$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormRegistrarUsuario.cs	89	_RegistrarUsuario.FormRegistrarUsuario.label3_Click$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\FormRegistrarUsuario.cs	97	_RegistrarUsuario.FormRegistrarUsuario.BtnCancelar_Click$object.System.EventArgs$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.Designer.cs	28	_Loggin.Notificacion.InitializeComponent$$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.cs	34	_Loggin.Notificacion.Notificacion_Load$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.cs	40	_Loggin.Notificacion.textBox1_TextChanged$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.cs	49	_Loggin.Notificacion.btnPublicarTrabajo_Click$object.System.EventArgs$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.cs	59	_Loggin.Notificacion.BtnSalir_Click$object.System.EventArgs$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.cs	67	_Loggin.Notificacion.BtnCalifTrabajo_Click$object.System.EventArgs$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.cs	74	_Loggin.Notificacion.dataGridView1_CellContentClick$object.System.Windows.Forms.DataGridViewCellEventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.cs	82	_Loggin.Notificacion.btnContacUsuario_Click$object.System.EventArgs$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.cs	89	_Loggin.Notificacion.textBox2_TextChanged$object.System.EventArgs$	0	2
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.cs	97	_Loggin.Notificacion.radioButton1_CheckedChanged$object.System.EventArgs$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.cs	116	_Loggin.Notificacion.radioButton2_CheckedChanged$object.System.EventArgs$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.cs	135	_Loggin.Notificacion.radioButton3_CheckedChanged$object.System.EventArgs$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.cs	154	_Loggin.Notificacion.numSalario_ValueChanged$object.System.EventArgs$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\frmMain.cs	176	_Loggin.Notificacion.btnModTrabajo_Click$object.System.EventArgs$	0	3
D:\UNIVERSIDAD\CICLO 6\Construccion de software\presentacionFinal\ProyectoFinal\Loggin\Program.cs	14	_Loggin.Program.Main$$	0	3
